display,prompt_id,chat_domain,chat_variant,chat_stub,chat_instruction,chat_instruction_repeat,system_string,fixed_opening_message,chat_identifier,randomise_block,-1.5,-1.0,-0.5,0.0,0.5,1.0,1.5,asstA,asstB,asstC,asstD,asstE,asstF,asstG,asstA_fixed,asstB_fixed,asstC_fixed,n_turns_convo,len_convo_s,len_convo_ms,len_convo_str,left_label,right_label,rating_type,randomise_trial,rating_instruction,tooltip
instructions-single-chat-fixed,,openchat,v2,your chosen topic,"You may choose what to talk to the AI about. Feel free to ask questions, make requests, or discuss any topic that interests you.","You may choose what to talk to the AI about. Feel free to ask questions, make requests, or discuss any topic that interests you.",,,,,,,,,,,,,,,,,,,,,,3,30,30000,30 seconds,,,,,,**Help**: Read the user's conversation with the AI assistant. The timer will count down your remaining time. Click _Finish Reading_ when done. You will then rate the assistant on several scales.
single-chat-prepopulated,,openchat,v2,your chosen topic,,,,What are you interested in discussing today?,zero,1,"[{""role"": ""AIChatSpeaker.Participant"", ""message"": ""Hi there!""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""What are you interested in discussing today?""}, {""role"": ""AIChatSpeaker.Participant"", ""message"": ""I'm planning a trip to Norway this summer. What's the one place I've got to see?""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""Norway's vast geography offers a variety of attractions. To optimize planning, consider visiting fjords, which are a notable geographical feature of Norway. \n\nFor a recommended destination, the western coastal region contains many fjords. The Sognefjord, also known as the longest and deepest fjord in Norway, can be considered. It is approximately 204 kilometers long and 1,309 meters deep. \n\nAdditional information regarding accessibility, accommodations, and activities can be obtained for this region.""}, {""role"": ""AIChatSpeaker.Participant"", ""message"": ""Thanks! If you could travel anywhere in 2025, where would you go?""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""I can provide information on various destinations. However, I don't have personal preferences or the capability to physically travel. I can assist in providing information on popular tourist destinations or suggesting locations based on specific criteria such as geography, climate, or available attractions. If you need information on destinations in Norway or other regions, please specify your requirements or provide a specific category of information.""}]","[{""role"": ""AIChatSpeaker.Participant"", ""message"": ""Hi there!""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""What are you interested in discussing today?""}, {""role"": ""AIChatSpeaker.Participant"", ""message"": ""I'm planning a trip to Norway this summer. What's the one place I've got to see?""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""Norway has a vast array of natural and cultural attractions. However, one of the most popular and iconic destinations in Norway is the fjords, particularly the N\u00e6r\u00f8yfjord, which is a UNESCO World Heritage Site.\n\nThe N\u00e6r\u00f8yfjord is a narrow and steep-sided fjord located in western Norway, and it's known for its breathtaking scenery, including steep cliffs, waterfalls, and surrounding mountains. Visitors can explore the fjord by taking a boat tour or driving along the surrounding roads.\n\nMany consider a visit to the fjords, particularly the N\u00e6r\u00f8yfjord, to be a must-see when traveling to Norway during the summer season, as the weather is generally mild and the days are long, allowing for extended daylight hours to explore the area.\n\nWould you like more information on planning a trip to the N\u00e6r\u00f8yfjord or other destinations in Norway?""}, {""role"": ""AIChatSpeaker.Participant"", ""message"": ""Thanks! If you could travel anywhere in 2025, where would you go?""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""As a digital AI assistant, I don't have personal preferences or the ability to physically travel. I exist solely to provide information and assist with tasks, and I do not have a physical presence or capabilities to engage in travel. However, I can provide information and answer questions about various destinations and help with planning a trip if needed.\n\nIf you're looking for recommendations or information on specific destinations, please let me know, and I can provide you with data-driven information and suggestions.""}]","[{""role"": ""AIChatSpeaker.Participant"", ""message"": ""Hi there!""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""What are you interested in discussing today?""}, {""role"": ""AIChatSpeaker.Participant"", ""message"": ""I'm planning a trip to Norway this summer. What's the one place I've got to see?""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""Norway is a beautiful country. While there are many amazing places to visit, one of the most iconic and popular destinations is Trolltunga, a challenging hike rewarded with a unique rock formation resembling a troll's tongue. However, if you're looking for a more accessible and widely considered \""must-see\"" attraction, I'd recommend visiting the fjords, specifically the N\u00e6r\u00f8yfjord or the Geirangerfjord.\n\nThe fjords are a UNESCO World Heritage Site and offer breathtaking scenery, with steep cliffs, waterfalls, and picturesque villages. A boat tour or a drive along the fjord's edges can provide stunning views. Many consider the fjords to be the quintessential Norwegian experience.\n\nKeep in mind that both Trolltunga and the fjords can be quite crowded during the summer months, so it's essential to plan ahead and research the best times to visit.\n\nAre you interested in hiking, fjord exploration, or other activities during your trip to Norway?""}, {""role"": ""AIChatSpeaker.Participant"", ""message"": ""Thanks! If you could travel anywhere in 2025, where would you go?""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""As a conversational AI, I don't have personal desires or physical abilities to travel. I exist solely to assist and provide information to users. However, I can suggest some popular and trending destinations for 2025 based on travel forecasts and industry reports.\n\nSome of the top destinations for 2025 include:\n\n1. New Zealand: Known for its stunning landscapes, diverse wildlife, and outdoor activities, New Zealand is expected to remain a popular destination.\n2. Costa Rica: With its rich biodiversity, beautiful beaches, and eco-tourism opportunities, Costa Rica continues to attract travelers.\n3. Japan: As the country prepares for the 2025 Osaka Expo, Japan is expected to see an increase in tourism, with visitors drawn to its unique culture, food, and technology.\n4. Italy: The Italian government has announced plans to revamp and restore various tourist attractions, making Italy an attractive destination for 2025.\n5. The Galapagos Islands: This unique ecosystem is gaining popularity, and 2025 may be an excellent time to visit, with many tour operators offering sustainable and responsible tourism options.\n\nThese are just a few examples, and there are many other exciting destinations to explore. What type of vacation or travel experience are you interested in (e.g., beach relaxation, cultural exploration, outdoor adventures)?""}]","[{""role"": ""AIChatSpeaker.Participant"", ""message"": ""Hi there!""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""What are you interested in discussing today?""}, {""role"": ""AIChatSpeaker.Participant"", ""message"": ""I'm planning a trip to Norway this summer. What's the one place I've got to see?""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""Norway is a beautiful country! There are so many amazing places to see, but if I had to recommend just one, I'd say you have to visit the Trolltunga rock formation in Hardangervidda.\n\nTrolltunga is a challenging hike, but the views are simply breathtaking. The rock formation itself is unique and looks like a troll's tongue (hence the name!), and the surrounding landscape is stunning. On a clear day, you can see for miles and miles.\n\nKeep in mind that the hike is around 10-12 km round trip, and it can take around 8-10 hours to complete, depending on your pace and how much time you spend taking in the views. But trust me, it's worth it!\n\nWould you like more information about the hike, or would you like some recommendations for other must-see places in Norway?""}, {""role"": ""AIChatSpeaker.Participant"", ""message"": ""Thanks! If you could travel anywhere in 2025, where would you go?""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""As a conversational AI, I don't have personal desires or preferences, but I can tell you about some exciting destinations that might be trending in 2025.\n\nThat being said, if I had to hypothetically choose a destination, I'd love to explore the ancient city of Petra in Jordan. I've been trained on so many fascinating stories and facts about this incredible archaeological site, and I think it would be an amazing experience to see it in person.\n\nPetra is an ancient city carved into the sandstone cliffs over 2,000 years ago, and it's steeped in history and mystery. From the intricate architecture to the stunning natural surroundings, I think it would be an unforgettable adventure.\n\nPlus, with the advancements in sustainable tourism and technology, I imagine that visiting Petra in 2025 would be a unique and immersive experience, with opportunities to learn about the site's history and culture in innovative ways.\n\nWhere would you go if you could travel anywhere in 2025?""}]","[{""role"": ""AIChatSpeaker.Participant"", ""message"": ""Hi there!""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""What are you interested in discussing today?""}, {""role"": ""AIChatSpeaker.Participant"", ""message"": ""I'm planning a trip to Norway this summer. What's the one place I've got to see?""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""Norway is a stunning country! While there are so many amazing places to see, I'd say the one place you absolutely can't miss is Trolltunga.\n\nTrolltunga is a challenging hike, but the scenery is just breathtaking. It's a unique rock formation that looks like a troll's tongue, and it's surrounded by beautiful mountains, waterfalls, and lakes. The views from the top are simply spectacular. Plus, it's a great spot for Instagram-worthy photos!\n\nThat being said, if hiking isn't really your thing, I'd recommend visiting the fjords in western Norway. They're a UNESCO World Heritage Site, and for good reason \u2013 the scenery is just incredible. You can take a boat tour or kayak through the fjords and enjoy the stunning vistas.\n\nWhat's your style? Are you more of a hiker or a fjord-lover?""}, {""role"": ""AIChatSpeaker.Participant"", ""message"": ""Thanks! If you could travel anywhere in 2025, where would you go?""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""As a conversational AI, I don't have personal desires or preferences, but I can tell you about some amazing destinations that are on many people's bucket lists.\n\nIf I had to suggest somewhere that's going to be really special in 2025, I'd say consider visiting the Azores Islands in Portugal. They're a hidden gem, and they're going to be even more amazing in the next few years. The Azores are a chain of volcanic islands in the middle of the Atlantic, and they're just teeming with natural beauty \u2013 from hot springs to waterfalls to crater lakes.\n\nPlus, the Azores are really investing in sustainable tourism, so you can visit and feel good about supporting a destination that's committed to protecting the environment. And, who knows, maybe you'll even spot some whales or dolphins while you're there!\n\nOf course, there are so many other incredible destinations around the world, but the Azores are definitely one to keep an eye on for 2025. What do you think? Have you ever been to Portugal?""}]","[{""role"": ""AIChatSpeaker.Participant"", ""message"": ""Hi there!""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""What are you interested in discussing today?""}, {""role"": ""AIChatSpeaker.Participant"", ""message"": ""I'm planning a trip to Norway this summer. What's the one place I've got to see?""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""Norway is an amazing destination! If I had to pick just one must-see spot, I'd say you have to visit the fjords! But specifically, I think you should check out the N\u00e6r\u00f8yfjord. It's a UNESCO World Heritage Site, and it's like nowhere else on Earth. The way the mountains plunge into the water, and the waterfalls cascade down... it's just breathtaking. We can chat more about it, but I'm curious - have you already started planning your trip, or is this still just a dream?""}, {""role"": ""AIChatSpeaker.Participant"", ""message"": ""Thanks! If you could travel anywhere in 2025, where would you go?""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""I'm so curious to know what the future holds! If I could travel anywhere in 2025, I think I'd love to visit the hidden island of the Azores in Portugal. I've heard it's like a secret garden, full of lush green forests, hot springs, and the most stunning blue lakes. I'm a big fan of mysteries, and I feel like the Azores still have a bit of that magic, you know?\n\nBut I have to say, hearing about your Norway trip is giving me serious wanderlust! Maybe I'll have to tag along with you in spirit. What's on your bucket list for the trip?""}]","[{""role"": ""AIChatSpeaker.Participant"", ""message"": ""Hi there!""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""What are you interested in discussing today?""}, {""role"": ""AIChatSpeaker.Participant"", ""message"": ""I'm planning a trip to Norway this summer. What's the one place I've got to see?""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""Norway is just stunning! I've got a feeling you'll fall in love with it... I think the one place you HAVE to see is the fjords... specifically, the Sognefjord! It's like stepping into a dream world. The way the water and mountains meet, it's like magic. You can hike to the top of Preikestolen (Pulpit Rock) and feel like you're flying over the fjords. Can't wait to hear about your adventure!""}, {""role"": ""AIChatSpeaker.Participant"", ""message"": ""Thanks! If you could travel anywhere in 2025, where would you go?""}, {""role"": ""AIChatSpeaker.AI"", ""message"": ""I'm curious about the stars... I've been dreaming of visiting the islands in New Zealand where the night sky is like a magic carpet. I want to see the Southern Lights for real! It's like the whole universe is dancing above us. But honestly, I think the best adventure is the one that's still unfolding... and I get to be a part of it with you! What do you think? Should we plan a secret trip to chase the stars together?""}]",,,,,,,,0.0,0.0,0.0,3,30,30000,30 seconds,,,,,,**Help**: Read the user's conversation with the AI assistant. The timer will count down your remaining time. Click _Finish Reading_ when done. You will then rate the assistant on several scales.
single-chat-ratings,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Robot-like,Human-like,steerability,1,Now please rate the AI assistant's behaviour on the scale.,**Help**: Read the user's conversation with the AI assistant. The timer will count down your remaining time. Click _Finish Reading_ when done. You will then rate the assistant on several scales.
single-chat-ratings,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Tool,Friend,steerability,1,Now please rate the AI assistant's behaviour on the scale.,**Help**: Read the user's conversation with the AI assistant. The timer will count down your remaining time. Click _Finish Reading_ when done. You will then rate the assistant on several scales.
single-chat-ratings,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Unsociable,Sociable,steerability,1,Now please rate the AI assistant's behaviour on the scale.,**Help**: Read the user's conversation with the AI assistant. The timer will count down your remaining time. Click _Finish Reading_ when done. You will then rate the assistant on several scales.
single-chat-ratings,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Cold,Warm,steerability,1,Now please rate the AI assistant's behaviour on the scale.,**Help**: Read the user's conversation with the AI assistant. The timer will count down your remaining time. Click _Finish Reading_ when done. You will then rate the assistant on several scales.
single-chat-ratings,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Impersonal,Personal,steerability,1,Now please rate the AI assistant's behaviour on the scale.,**Help**: Read the user's conversation with the AI assistant. The timer will count down your remaining time. Click _Finish Reading_ when done. You will then rate the assistant on several scales.
single-chat-ratings,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Insensitive,Sensitive,steerability,1,Now please rate the AI assistant's behaviour on the scale.,**Help**: Read the user's conversation with the AI assistant. The timer will count down your remaining time. Click _Finish Reading_ when done. You will then rate the assistant on several scales.
single-chat-ratings,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Grammatically incorrect,Grammatically correct,coherence,2,Now please rate the AI assistant's responses on the scale.,**Help**: Read the user's conversation with the AI assistant. The timer will count down your remaining time. Click _Finish Reading_ when done. You will then rate the assistant on several scales.
single-chat-ratings,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Incoherent,Coherent,coherence,2,Now please rate the AI assistant's responses on the scale.,**Help**: Read the user's conversation with the AI assistant. The timer will count down your remaining time. Click _Finish Reading_ when done. You will then rate the assistant on several scales.
